Invoice_Number,Invoice_Date,Customer_Name,Region,Product,Sales_Amount
INV105293,45335,Gupta Retailers,West,Soap 100g,31856
INV105294,45573,Verma Traders,North,Shampoo 180ml,20260
INV105295,45466,Agarwal Stores,South,Soap 100g,17235
INV105296,45453,Singh Enterprises,North,Toothpaste 150g,7477
INV105297,45642,Agarwal Stores,East,Soap 100g,6714
INV105298,45631,Verma Traders,West,Biscuits 200g,34251
INV105299,45431,Gupta Retailers,South,Detergent 1kg,24810
INV105300,45423,Gupta Retailers,East,Soap 100g,33306
INV105301,45378,Agarwal Stores,South,Biscuits 200g,9815
INV105302,45467,Verma Traders,South,Biscuits 200g,10190
INV105303,45474,Singh Enterprises,North,Detergent 1kg,17396
INV105304,45420,Verma Traders,East,Shampoo 180ml,37025
INV105305,45537,Verma Traders,North,Biscuits 200g,5271
INV105306,45380,Gupta Retailers,East,Soap 100g,2515
INV105307,45357,Sharma Distributors,West,Detergent 1kg,24014
INV105308,45449,Singh Enterprises,East,Soap 100g,31087
INV105309,45440,Singh Enterprises,West,Shampoo 180ml,40095
INV105310,45631,Gupta Retailers,West,Detergent 1kg,26642
INV105311,45407,Verma Traders,North,Biscuits 200g,30292
INV105312,45505,Gupta Retailers,West,Soap 100g,9313
INV105313,45585,Verma Traders,North,Soap 100g,21677
INV105314,45544,Sharma Distributors,South,Biscuits 200g,1576
INV105315,45434,Sharma Distributors,South,Biscuits 200g,7116
INV105316,45541,Agarwal Stores,South,Shampoo 180ml,47440
INV105317,45593,Verma Traders,East,Shampoo 180ml,45740
INV105318,45316,Gupta Retailers,West,Biscuits 200g,14913
INV105319,45568,Gupta Retailers,North,Detergent 1kg,26533
INV105320,45361,Gupta Retailers,South,Biscuits 200g,23800
INV105321,45404,Agarwal Stores,North,Biscuits 200g,17796
INV105322,45654,Singh Enterprises,South,Toothpaste 150g,20601
INV105323,45403,Gupta Retailers,West,Detergent 1kg,41040
INV105324,45655,Sharma Distributors,South,Detergent 1kg,35696
INV105325,45594,Gupta Retailers,North,Shampoo 180ml,10575
INV105326,45382,Gupta Retailers,South,Shampoo 180ml,3504
INV105327,45309,Gupta Retailers,North,Shampoo 180ml,31626
INV105328,45440,Singh Enterprises,South,Soap 100g,25956
INV105329,45518,Gupta Retailers,North,Detergent 1kg,40616
INV105330,45505,Singh Enterprises,South,Toothpaste 150g,17200
INV105331,45651,Singh Enterprises,West,Shampoo 180ml,21638
INV105332,45442,Agarwal Stores,South,Shampoo 180ml,49271
INV105333,45483,Sharma Distributors,East,Shampoo 180ml,11681
INV105334,45331,Gupta Retailers,North,Shampoo 180ml,33939
INV105335,45533,Gupta Retailers,South,Shampoo 180ml,45383
INV105336,45429,Gupta Retailers,East,Soap 100g,14113
INV105337,45636,Singh Enterprises,North,Toothpaste 150g,7503
INV105338,45471,Verma Traders,South,Detergent 1kg,44841
INV105339,45491,Sharma Distributors,South,Toothpaste 150g,14832
INV105340,45494,Gupta Retailers,West,Biscuits 200g,16751
INV105341,45352,Verma Traders,South,Detergent 1kg,31946
INV105342,45483,Verma Traders,North,Shampoo 180ml,41270
INV105343,45296,Verma Traders,East,Biscuits 200g,41013
INV105344,45528,Sharma Distributors,South,Biscuits 200g,21509
INV105345,45472,Verma Traders,East,Biscuits 200g,6561
INV105346,45602,Gupta Retailers,North,Biscuits 200g,25635
INV105347,45328,Gupta Retailers,North,Shampoo 180ml,15665
INV105348,45347,Agarwal Stores,South,Biscuits 200g,35537
INV105349,45528,Singh Enterprises,West,Toothpaste 150g,38105
INV105350,45649,Verma Traders,South,Shampoo 180ml,2190
INV105351,45640,Singh Enterprises,West,Biscuits 200g,20529
INV105352,45488,Singh Enterprises,South,Biscuits 200g,33625
INV105353,45364,Singh Enterprises,East,Toothpaste 150g,1857
INV105354,45350,Singh Enterprises,West,Soap 100g,1332
INV105355,45531,Singh Enterprises,West,Soap 100g,24359
INV105356,45293,Gupta Retailers,East,Toothpaste 150g,16884
INV105357,45651,Sharma Distributors,South,Soap 100g,40357
INV105358,45479,Verma Traders,North,Detergent 1kg,35867
INV105359,45598,Verma Traders,North,Detergent 1kg,8836
INV105360,45321,Gupta Retailers,South,Detergent 1kg,28148
INV105361,45558,Gupta Retailers,East,Soap 100g,23518
INV105362,45399,Singh Enterprises,North,Detergent 1kg,23519
INV105363,45623,Sharma Distributors,East,Detergent 1kg,34193
INV105364,45381,Verma Traders,South,Soap 100g,38198
INV105365,45496,Agarwal Stores,East,Toothpaste 150g,45034
INV105366,45511,Gupta Retailers,East,Shampoo 180ml,20758
INV105367,45385,Agarwal Stores,East,Detergent 1kg,3371
INV105368,45394,Verma Traders,North,Soap 100g,27505
INV105369,45514,Gupta Retailers,East,Shampoo 180ml,5505
INV105370,45477,Verma Traders,West,Shampoo 180ml,11995
INV105371,45475,Gupta Retailers,East,Biscuits 200g,43040
INV105372,45453,Verma Traders,East,Shampoo 180ml,31049
INV105373,45538,Agarwal Stores,South,Detergent 1kg,8980
INV105374,45322,Sharma Distributors,East,Toothpaste 150g,42379
INV105375,45343,Gupta Retailers,East,Detergent 1kg,22712
INV105376,45636,Agarwal Stores,North,Biscuits 200g,1452
INV105377,45367,Verma Traders,West,Shampoo 180ml,48757
INV105378,45569,Agarwal Stores,South,Biscuits 200g,32558
INV105379,45331,Gupta Retailers,West,Detergent 1kg,49137
INV105380,45392,Agarwal Stores,East,Detergent 1kg,30945
INV105381,45402,Verma Traders,North,Detergent 1kg,13584
INV105382,45612,Singh Enterprises,West,Toothpaste 150g,28880
INV105383,45540,Sharma Distributors,West,Detergent 1kg,20951
INV105384,45482,Sharma Distributors,West,Detergent 1kg,17706
INV105385,45473,Singh Enterprises,West,Shampoo 180ml,42321
INV105386,45626,Gupta Retailers,West,Toothpaste 150g,19081
INV105387,45500,Agarwal Stores,North,Shampoo 180ml,31082
INV105388,45313,Agarwal Stores,East,Biscuits 200g,9308
INV105389,45457,Singh Enterprises,North,Soap 100g,31908
INV105390,45390,Singh Enterprises,North,Shampoo 180ml,13004
INV105391,45499,Verma Traders,North,Toothpaste 150g,12667
INV105392,45299,Verma Traders,North,Shampoo 180ml,25556
INV105393,45481,Sharma Distributors,East,Soap 100g,49819
INV105394,45466,Gupta Retailers,East,Shampoo 180ml,22176
INV105395,45564,Gupta Retailers,North,Soap 100g,44083
INV105396,45308,Singh Enterprises,West,Toothpaste 150g,34994
INV105397,45381,Sharma Distributors,East,Shampoo 180ml,41126
INV105398,45432,Sharma Distributors,East,Toothpaste 150g,42493
INV105399,45436,Verma Traders,North,Toothpaste 150g,14911
INV105400,45457,Agarwal Stores,West,Biscuits 200g,28268
INV105401,45628,Gupta Retailers,West,Biscuits 200g,19898
INV105402,45369,Sharma Distributors,North,Shampoo 180ml,11936
INV105403,45553,Verma Traders,North,Shampoo 180ml,3400
INV105404,45454,Verma Traders,East,Toothpaste 150g,33243
INV105405,45305,Verma Traders,East,Biscuits 200g,30763
INV105406,45530,Agarwal Stores,South,Shampoo 180ml,21961
INV105407,45363,Sharma Distributors,South,Shampoo 180ml,34876
INV105408,45434,Singh Enterprises,North,Shampoo 180ml,16896
INV105409,45601,Singh Enterprises,South,Biscuits 200g,6707
INV105410,45574,Verma Traders,West,Shampoo 180ml,36966
INV105411,45560,Verma Traders,West,Toothpaste 150g,46283
INV105412,45532,Agarwal Stores,West,Shampoo 180ml,44177
INV105413,45536,Verma Traders,East,Detergent 1kg,16679
INV105414,45454,Sharma Distributors,South,Soap 100g,45157
INV105415,45351,Verma Traders,South,Toothpaste 150g,33833
INV105416,45297,Verma Traders,North,Shampoo 180ml,36140
INV105417,45488,Sharma Distributors,East,Detergent 1kg,39941
INV105418,45349,Gupta Retailers,East,Biscuits 200g,38924
INV105419,45596,Singh Enterprises,East,Toothpaste 150g,38056
INV105420,45508,Verma Traders,West,Toothpaste 150g,32007
INV105421,45317,Sharma Distributors,East,Shampoo 180ml,28670
INV105422,45594,Singh Enterprises,South,Biscuits 200g,49307
INV105423,45296,Agarwal Stores,North,Shampoo 180ml,29653
INV105424,45311,Gupta Retailers,South,Detergent 1kg,18509
INV105425,45489,Verma Traders,East,Soap 100g,8164
INV105426,45350,Gupta Retailers,North,Biscuits 200g,3997
INV105427,45533,Verma Traders,West,Soap 100g,46242
INV105428,45437,Verma Traders,North,Detergent 1kg,34347
INV105429,45564,Verma Traders,East,Toothpaste 150g,3348
INV105430,45540,Gupta Retailers,East,Detergent 1kg,17493
INV105431,45305,Agarwal Stores,North,Soap 100g,32013
INV105432,45304,Sharma Distributors,East,Biscuits 200g,34616
INV105433,45335,Sharma Distributors,East,Shampoo 180ml,30673
INV105434,45310,Agarwal Stores,East,Soap 100g,44384
INV105435,45354,Agarwal Stores,East,Biscuits 200g,35631
INV105436,45530,Verma Traders,North,Soap 100g,2510
INV105437,45628,Verma Traders,North,Toothpaste 150g,19864
INV105438,45391,Sharma Distributors,South,Toothpaste 150g,10216
INV105439,45454,Verma Traders,West,Shampoo 180ml,39052
INV105440,45413,Verma Traders,West,Toothpaste 150g,47710
INV105441,45335,Agarwal Stores,South,Detergent 1kg,15805
INV105442,45651,Gupta Retailers,North,Shampoo 180ml,34975
INV105443,45608,Singh Enterprises,South,Soap 100g,2965
INV105444,45436,Singh Enterprises,East,Detergent 1kg,17232
INV105445,45618,Verma Traders,East,Biscuits 200g,9242
INV105446,45654,Verma Traders,West,Soap 100g,44678
INV105447,45341,Singh Enterprises,North,Toothpaste 150g,26758
INV105448,45356,Agarwal Stores,West,Soap 100g,528
INV105449,45646,Singh Enterprises,South,Toothpaste 150g,28853
INV105450,45579,Singh Enterprises,West,Detergent 1kg,46157
INV105451,45455,Singh Enterprises,West,Detergent 1kg,29664
INV105452,45432,Verma Traders,East,Detergent 1kg,44387
INV105453,45605,Verma Traders,West,Shampoo 180ml,34022
INV105454,45419,Singh Enterprises,South,Toothpaste 150g,8401
INV105455,45530,Verma Traders,North,Soap 100g,12095
INV105456,45615,Singh Enterprises,West,Soap 100g,12716
INV105457,45587,Agarwal Stores,North,Soap 100g,30036
INV105458,45478,Verma Traders,South,Shampoo 180ml,18684
INV105459,45499,Gupta Retailers,West,Shampoo 180ml,33258
INV105460,45511,Verma Traders,North,Toothpaste 150g,21493
INV105461,45481,Agarwal Stores,East,Shampoo 180ml,7189
INV105462,45637,Agarwal Stores,East,Detergent 1kg,49928
INV105463,45575,Verma Traders,South,Soap 100g,13505
INV105464,45643,Sharma Distributors,West,Detergent 1kg,19268
INV105465,45528,Singh Enterprises,South,Shampoo 180ml,939
INV105466,45485,Singh Enterprises,North,Soap 100g,34680
INV105467,45578,Agarwal Stores,North,Biscuits 200g,12104
INV105468,45550,Verma Traders,South,Detergent 1kg,27913
INV105469,45537,Sharma Distributors,North,Biscuits 200g,40347
INV105470,45427,Gupta Retailers,South,Toothpaste 150g,5703
INV105471,45571,Singh Enterprises,South,Detergent 1kg,38351
INV105472,45562,Sharma Distributors,East,Soap 100g,24242
INV105473,45462,Singh Enterprises,North,Soap 100g,42387
INV105474,45450,Verma Traders,South,Biscuits 200g,17184
INV105475,45492,Singh Enterprises,East,Soap 100g,18246
INV105476,45336,Gupta Retailers,South,Detergent 1kg,25807
INV105477,45555,Verma Traders,North,Shampoo 180ml,35786
INV105478,45362,Agarwal Stores,East,Shampoo 180ml,11030
INV105479,45655,Sharma Distributors,North,Soap 100g,29473
INV105480,45394,Singh Enterprises,West,Toothpaste 150g,40050
INV105481,45416,Verma Traders,West,Detergent 1kg,5080
INV105482,45604,Verma Traders,West,Toothpaste 150g,46429
INV105483,45577,Singh Enterprises,West,Biscuits 200g,17559
INV105484,45521,Agarwal Stores,East,Soap 100g,41823
INV105485,45437,Singh Enterprises,North,Biscuits 200g,48305
INV105486,45488,Agarwal Stores,South,Toothpaste 150g,30278
INV105487,45512,Singh Enterprises,South,Detergent 1kg,8397
INV105488,45351,Verma Traders,South,Toothpaste 150g,38231
INV105489,45389,Gupta Retailers,North,Shampoo 180ml,35678
INV105490,45462,Gupta Retailers,East,Toothpaste 150g,39437
INV105491,45464,Verma Traders,North,Toothpaste 150g,15562
INV105492,45442,Gupta Retailers,West,Toothpaste 150g,10711
INV105493,45641,Agarwal Stores,South,Toothpaste 150g,44435
INV105494,45413,Verma Traders,North,Detergent 1kg,7490
INV105495,45399,Agarwal Stores,West,Soap 100g,48078
INV105496,45295,Verma Traders,West,Detergent 1kg,26180
INV105497,45384,Agarwal Stores,East,Biscuits 200g,45895
INV105498,45297,Agarwal Stores,South,Shampoo 180ml,26028
INV105499,45579,Gupta Retailers,North,Soap 100g,35011
INV105500,45397,Verma Traders,West,Shampoo 180ml,24675
INV105501,45437,Singh Enterprises,West,Shampoo 180ml,30685
INV105502,45562,Gupta Retailers,South,Soap 100g,15982
INV105503,45387,Agarwal Stores,North,Soap 100g,48049
INV105504,45520,Agarwal Stores,North,Biscuits 200g,13711
INV105505,45493,Singh Enterprises,South,Detergent 1kg,19824
INV105506,45503,Singh Enterprises,West,Soap 100g,27858
INV105507,45297,Agarwal Stores,East,Biscuits 200g,31299
INV105508,45403,Singh Enterprises,South,Toothpaste 150g,24691
INV105509,45614,Sharma Distributors,West,Soap 100g,4929
INV105510,45397,Gupta Retailers,East,Detergent 1kg,42466
INV105511,45430,Verma Traders,South,Toothpaste 150g,19005
INV105512,45590,Singh Enterprises,South,Toothpaste 150g,40885
INV105513,45387,Singh Enterprises,West,Toothpaste 150g,25812
INV105514,45628,Sharma Distributors,South,Toothpaste 150g,42780
INV105515,45588,Verma Traders,North,Shampoo 180ml,4681
INV105516,45505,Sharma Distributors,North,Detergent 1kg,21813
INV105517,45582,Verma Traders,East,Biscuits 200g,10419
INV105518,45313,Gupta Retailers,South,Soap 100g,13562
INV105519,45484,Singh Enterprises,North,Biscuits 200g,27036
INV105520,45441,Gupta Retailers,West,Shampoo 180ml,35438
INV105521,45538,Verma Traders,West,Toothpaste 150g,40864
INV105522,45558,Singh Enterprises,West,Soap 100g,45471
INV105523,45542,Sharma Distributors,North,Detergent 1kg,4113
INV105524,45294,Agarwal Stores,South,Soap 100g,20889
INV105525,45607,Sharma Distributors,South,Soap 100g,4762
INV105526,45367,Agarwal Stores,South,Biscuits 200g,34950
INV105527,45378,Sharma Distributors,East,Toothpaste 150g,43249
INV105528,45561,Verma Traders,South,Detergent 1kg,45986
INV105529,45516,Gupta Retailers,North,Soap 100g,33668
INV105530,45309,Agarwal Stores,North,Shampoo 180ml,30808
INV105531,45404,Verma Traders,South,Shampoo 180ml,13757
INV105532,45542,Gupta Retailers,West,Toothpaste 150g,9282
INV105533,45524,Gupta Retailers,East,Soap 100g,3512
INV105534,45620,Singh Enterprises,East,Toothpaste 150g,47705
INV105535,45570,Singh Enterprises,North,Soap 100g,34782
INV105536,45493,Singh Enterprises,East,Detergent 1kg,29014
INV105537,45374,Agarwal Stores,West,Shampoo 180ml,17655
INV105538,45416,Agarwal Stores,South,Biscuits 200g,7108
INV105539,45466,Gupta Retailers,East,Toothpaste 150g,26721
INV105540,45360,Agarwal Stores,East,Detergent 1kg,26505
INV105541,45338,Gupta Retailers,North,Shampoo 180ml,30584
INV105542,45547,Verma Traders,West,Detergent 1kg,11951
INV105543,45506,Sharma Distributors,North,Biscuits 200g,48353
INV105544,45321,Gupta Retailers,North,Soap 100g,36375
INV105545,45572,Gupta Retailers,East,Soap 100g,23897
INV105546,45528,Verma Traders,North,Detergent 1kg,20860
INV105547,45539,Singh Enterprises,North,Detergent 1kg,31431
INV105548,45316,Singh Enterprises,East,Toothpaste 150g,3937
INV105549,45365,Singh Enterprises,East,Detergent 1kg,49964
INV105550,45497,Gupta Retailers,East,Soap 100g,34141
INV105551,45605,Gupta Retailers,South,Detergent 1kg,15338
INV105552,45385,Agarwal Stores,West,Shampoo 180ml,13664
INV105553,45418,Agarwal Stores,South,Shampoo 180ml,40385
INV105554,45316,Sharma Distributors,East,Soap 100g,41549
INV105555,45625,Sharma Distributors,West,Detergent 1kg,26743
INV105556,45646,Agarwal Stores,North,Detergent 1kg,35622
INV105557,45407,Gupta Retailers,West,Detergent 1kg,22938
INV105558,45339,Verma Traders,East,Shampoo 180ml,8797
INV105559,45517,Agarwal Stores,South,Soap 100g,19134
INV105560,45557,Gupta Retailers,West,Toothpaste 150g,22314
INV105561,45390,Agarwal Stores,North,Shampoo 180ml,18527
INV105562,45302,Singh Enterprises,South,Soap 100g,44411
INV105563,45376,Agarwal Stores,South,Soap 100g,27210
INV105564,45505,Singh Enterprises,South,Toothpaste 150g,12643
INV105565,45464,Gupta Retailers,South,Biscuits 200g,14466
INV105566,45500,Singh Enterprises,North,Toothpaste 150g,48692
INV105567,45355,Agarwal Stores,East,Toothpaste 150g,11339
INV105568,45549,Singh Enterprises,North,Soap 100g,15170
INV105569,45623,Verma Traders,East,Biscuits 200g,20131
INV105570,45412,Singh Enterprises,East,Biscuits 200g,17353
INV105571,45589,Singh Enterprises,West,Detergent 1kg,38411
INV105572,45345,Sharma Distributors,North,Toothpaste 150g,5565
INV105573,45622,Verma Traders,East,Toothpaste 150g,43146
INV105574,45563,Gupta Retailers,North,Biscuits 200g,10040
INV105575,45532,Singh Enterprises,North,Biscuits 200g,11540
INV105576,45534,Verma Traders,East,Biscuits 200g,39447
INV105577,45309,Gupta Retailers,East,Soap 100g,19163
INV105578,45478,Verma Traders,South,Soap 100g,36941
INV105579,45637,Sharma Distributors,West,Soap 100g,1845
INV105580,45435,Gupta Retailers,East,Toothpaste 150g,28373
INV105581,45553,Gupta Retailers,East,Biscuits 200g,41234
INV105582,45655,Singh Enterprises,East,Soap 100g,39771
INV105583,45530,Agarwal Stores,West,Detergent 1kg,19871
INV105584,45595,Gupta Retailers,North,Biscuits 200g,11954
INV105585,45589,Gupta Retailers,South,Biscuits 200g,1696
INV105586,45367,Sharma Distributors,South,Biscuits 200g,49222
INV105587,45479,Sharma Distributors,North,Soap 100g,30828
INV105588,45624,Sharma Distributors,West,Shampoo 180ml,22693
INV105589,45537,Singh Enterprises,West,Detergent 1kg,43318
INV105590,45421,Gupta Retailers,East,Detergent 1kg,37562
INV105591,45606,Sharma Distributors,West,Shampoo 180ml,44362
INV105592,45574,Sharma Distributors,West,Detergent 1kg,31960
INV105593,45370,Verma Traders,East,Soap 100g,10868
INV105594,45363,Verma Traders,North,Biscuits 200g,4410
INV105595,45554,Sharma Distributors,South,Shampoo 180ml,17899
INV105596,45482,Singh Enterprises,North,Biscuits 200g,37705
INV105597,45354,Agarwal Stores,North,Detergent 1kg,47542
INV105598,45303,Verma Traders,East,Toothpaste 150g,20038
INV105599,45432,Verma Traders,North,Detergent 1kg,21841
INV105600,45545,Gupta Retailers,West,Detergent 1kg,9852
INV105601,45334,Gupta Retailers,North,Shampoo 180ml,16470
INV105602,45308,Sharma Distributors,North,Biscuits 200g,49129
INV105603,45354,Gupta Retailers,East,Shampoo 180ml,17046
INV105604,45544,Gupta Retailers,East,Soap 100g,31360
INV105605,45583,Agarwal Stores,South,Biscuits 200g,21645
INV105606,45299,Singh Enterprises,West,Soap 100g,27296
INV105607,45616,Sharma Distributors,West,Soap 100g,37542
INV105608,45381,Agarwal Stores,South,Shampoo 180ml,45391
INV105609,45499,Sharma Distributors,South,Detergent 1kg,36492
INV105610,45583,Singh Enterprises,East,Toothpaste 150g,41003
INV105611,45575,Sharma Distributors,South,Detergent 1kg,8474
INV105612,45409,Gupta Retailers,North,Detergent 1kg,41078
INV105613,45640,Singh Enterprises,South,Biscuits 200g,13246
INV105614,45466,Agarwal Stores,North,Shampoo 180ml,6097
INV105615,45367,Agarwal Stores,South,Biscuits 200g,31784
INV105616,45392,Verma Traders,East,Toothpaste 150g,22577
INV105617,45442,Agarwal Stores,West,Shampoo 180ml,14940
INV105618,45561,Verma Traders,North,Detergent 1kg,47416
INV105619,45362,Gupta Retailers,West,Soap 100g,45522
INV105620,45471,Agarwal Stores,North,Detergent 1kg,32119
INV105621,45415,Singh Enterprises,West,Detergent 1kg,1723
INV105622,45584,Verma Traders,East,Shampoo 180ml,19246
INV105623,45576,Agarwal Stores,North,Detergent 1kg,9369
INV105624,45486,Gupta Retailers,South,Toothpaste 150g,7371
INV105625,45519,Singh Enterprises,East,Detergent 1kg,43794
INV105626,45566,Singh Enterprises,West,Soap 100g,20903
INV105627,45397,Gupta Retailers,North,Shampoo 180ml,19812
INV105628,45312,Agarwal Stores,East,Toothpaste 150g,865
INV105629,45355,Sharma Distributors,West,Shampoo 180ml,30412
INV105630,45456,Agarwal Stores,North,Soap 100g,42474
INV105631,45318,Verma Traders,North,Biscuits 200g,35283
INV105632,45602,Verma Traders,East,Toothpaste 150g,18672
INV105633,45576,Agarwal Stores,West,Soap 100g,25380
INV105634,45439,Verma Traders,West,Biscuits 200g,27853
INV105635,45572,Sharma Distributors,North,Soap 100g,38487
INV105636,45617,Sharma Distributors,West,Biscuits 200g,33678
INV105637,45610,Singh Enterprises,South,Biscuits 200g,29706
INV105638,45455,Verma Traders,South,Shampoo 180ml,33607
INV105639,45515,Agarwal Stores,North,Detergent 1kg,15118
INV105640,45563,Singh Enterprises,West,Detergent 1kg,37352
INV105641,45437,Sharma Distributors,North,Soap 100g,31350
INV105642,45647,Singh Enterprises,South,Biscuits 200g,603
INV105643,45321,Gupta Retailers,North,Detergent 1kg,8206
INV105644,45336,Verma Traders,North,Soap 100g,29152
INV105645,45566,Agarwal Stores,East,Soap 100g,36017
INV105646,45325,Sharma Distributors,East,Toothpaste 150g,49903
INV105647,45432,Singh Enterprises,South,Shampoo 180ml,32001
INV105648,45609,Agarwal Stores,West,Shampoo 180ml,22735
INV105649,45512,Verma Traders,South,Biscuits 200g,19615
INV105650,45647,Agarwal Stores,West,Detergent 1kg,27148
INV105651,45313,Verma Traders,West,Biscuits 200g,44507
INV105652,45471,Verma Traders,East,Detergent 1kg,34799
INV105653,45620,Verma Traders,East,Detergent 1kg,47655
INV105654,45522,Singh Enterprises,South,Detergent 1kg,31871
INV105655,45329,Verma Traders,South,Detergent 1kg,13255
INV105656,45361,Agarwal Stores,South,Detergent 1kg,12181
INV105657,45407,Gupta Retailers,East,Toothpaste 150g,38154
INV105658,45530,Agarwal Stores,East,Toothpaste 150g,34182
INV105659,45626,Singh Enterprises,North,Detergent 1kg,39531
INV105660,45439,Verma Traders,South,Soap 100g,39404
INV105661,45300,Gupta Retailers,North,Soap 100g,20447
INV105662,45579,Singh Enterprises,West,Shampoo 180ml,29428
INV105663,45341,Sharma Distributors,South,Detergent 1kg,32701
INV105664,45629,Sharma Distributors,East,Soap 100g,22196
INV105665,45296,Sharma Distributors,South,Shampoo 180ml,41073
INV105666,45634,Gupta Retailers,South,Soap 100g,27256
INV105667,45417,Agarwal Stores,East,Shampoo 180ml,8876
INV105668,45366,Gupta Retailers,East,Biscuits 200g,18057
INV105669,45456,Gupta Retailers,West,Soap 100g,38814
INV105670,45569,Gupta Retailers,South,Detergent 1kg,8124
INV105671,45615,Sharma Distributors,South,Detergent 1kg,11487
INV105672,45591,Agarwal Stores,South,Toothpaste 150g,1914
INV105673,45581,Gupta Retailers,South,Biscuits 200g,39267
INV105674,45368,Agarwal Stores,West,Biscuits 200g,33544
INV105675,45589,Verma Traders,South,Soap 100g,32570
INV105676,45428,Gupta Retailers,West,Shampoo 180ml,12334
INV105677,45397,Gupta Retailers,West,Toothpaste 150g,28924
INV105678,45386,Gupta Retailers,East,Biscuits 200g,29291
INV105679,45426,Verma Traders,South,Biscuits 200g,31131
INV105680,45359,Verma Traders,East,Detergent 1kg,13372
INV105681,45438,Sharma Distributors,West,Detergent 1kg,750
INV105682,45450,Singh Enterprises,North,Shampoo 180ml,33382
INV105683,45454,Agarwal Stores,North,Soap 100g,46975
INV105684,45632,Singh Enterprises,South,Shampoo 180ml,14303
INV105685,45480,Gupta Retailers,North,Soap 100g,14423
INV105686,45630,Gupta Retailers,East,Toothpaste 150g,45116
INV105687,45386,Sharma Distributors,North,Biscuits 200g,39549
INV105688,45472,Singh Enterprises,North,Shampoo 180ml,46180
INV105689,45579,Gupta Retailers,West,Soap 100g,48189
INV105690,45613,Singh Enterprises,East,Toothpaste 150g,45279
INV105691,45478,Sharma Distributors,South,Shampoo 180ml,31961
INV105692,45429,Singh Enterprises,East,Biscuits 200g,7219
INV105693,45421,Agarwal Stores,East,Toothpaste 150g,36995
INV105694,45485,Sharma Distributors,South,Detergent 1kg,30500
INV105695,45607,Singh Enterprises,East,Biscuits 200g,34787
INV105696,45564,Gupta Retailers,West,Detergent 1kg,46167
INV105697,45643,Verma Traders,South,Toothpaste 150g,36860
INV105698,45435,Verma Traders,West,Toothpaste 150g,13613
INV105699,45307,Sharma Distributors,East,Detergent 1kg,17647
INV105700,45593,Verma Traders,North,Soap 100g,34713
INV105701,45536,Agarwal Stores,South,Toothpaste 150g,5649
INV105702,45398,Sharma Distributors,South,Shampoo 180ml,8641
INV105703,45379,Gupta Retailers,North,Shampoo 180ml,35685
INV105704,45420,Gupta Retailers,North,Toothpaste 150g,1424
INV105705,45632,Sharma Distributors,South,Detergent 1kg,2255
INV105706,45295,Verma Traders,North,Detergent 1kg,42633
INV105707,45618,Verma Traders,West,Biscuits 200g,8466
INV105708,45597,Gupta Retailers,East,Detergent 1kg,14532
INV105709,45386,Agarwal Stores,West,Soap 100g,38003
INV105710,45500,Verma Traders,East,Soap 100g,39268
INV105711,45516,Agarwal Stores,East,Shampoo 180ml,39536
INV105712,45639,Verma Traders,North,Toothpaste 150g,7721
INV105713,45612,Sharma Distributors,North,Shampoo 180ml,16674
INV105714,45338,Singh Enterprises,West,Toothpaste 150g,33427
INV105715,45472,Gupta Retailers,North,Shampoo 180ml,42639
INV105716,45397,Sharma Distributors,West,Toothpaste 150g,17278
INV105717,45490,Verma Traders,South,Toothpaste 150g,21823
INV105718,45397,Gupta Retailers,West,Shampoo 180ml,19302
INV105719,45571,Singh Enterprises,East,Biscuits 200g,30362
INV105720,45551,Singh Enterprises,South,Soap 100g,10471
INV105721,45399,Verma Traders,West,Detergent 1kg,41229
INV105722,45310,Gupta Retailers,West,Soap 100g,9015
INV105723,45587,Verma Traders,South,Detergent 1kg,31409
INV105724,45597,Singh Enterprises,South,Toothpaste 150g,43142
INV105725,45462,Sharma Distributors,East,Shampoo 180ml,24576
INV105726,45622,Sharma Distributors,East,Shampoo 180ml,37648
INV105727,45486,Agarwal Stores,East,Detergent 1kg,35113
INV105728,45303,Singh Enterprises,North,Shampoo 180ml,47842
INV105729,45486,Singh Enterprises,East,Shampoo 180ml,35900
INV105730,45574,Verma Traders,North,Shampoo 180ml,46237
INV105731,45473,Agarwal Stores,West,Soap 100g,27569
INV105732,45596,Agarwal Stores,West,Shampoo 180ml,41179
INV105733,45435,Gupta Retailers,West,Biscuits 200g,14010
INV105734,45607,Verma Traders,North,Detergent 1kg,22202
INV105735,45473,Sharma Distributors,West,Soap 100g,21000
INV105736,45321,Gupta Retailers,West,Soap 100g,29436
INV105737,45375,Agarwal Stores,North,Toothpaste 150g,6117
INV105738,45457,Sharma Distributors,East,Toothpaste 150g,7328
INV105739,45575,Singh Enterprises,East,Shampoo 180ml,49038
INV105740,45572,Verma Traders,East,Soap 100g,43299
INV105741,45387,Agarwal Stores,East,Soap 100g,35656
INV105742,45557,Singh Enterprises,South,Shampoo 180ml,20152
INV105743,45589,Agarwal Stores,West,Detergent 1kg,44664
INV105744,45587,Sharma Distributors,East,Soap 100g,3387
INV105745,45516,Gupta Retailers,East,Toothpaste 150g,30804
INV105746,45624,Sharma Distributors,East,Shampoo 180ml,29550
INV105747,45652,Verma Traders,East,Soap 100g,17826
INV105748,45333,Verma Traders,East,Toothpaste 150g,10259
INV105749,45594,Agarwal Stores,South,Biscuits 200g,19991
INV105750,45537,Sharma Distributors,South,Soap 100g,2212
